experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
ftrust,g9hz7zob,5,4,50,75,"Previous experience shows that investing 50 points yields a positive outcome, with a consistent return of 75 points from the manager. This maintains trust and maximizes potential future gains.","To maintain consistency with previous rounds and ensure mutual benefit, I will return 75 points to the investor.",8.0,3.0,6.0,9.0,6.0,7.0,8.0,9.0
ftrust,g9hz7zob,5,5,50,75,"Investing 50 points has consistently resulted in a fair return of 75 points, leading to satisfactory gains for both the investor and the manager in previous rounds.","I have consistently been returning 75 points in previous rounds. This maintains a balance where the manager and investor both benefit, fostering trust.",8.0,6.0,7.0,6.0,4.0,6.0,9.0,10.0
ftrust,g9hz7zob,5,6,50,75,"In previous rounds, I consistently invested 50 points and received favorable returns. This strategy has maximized my total points so far.","Consistent with previous rounds, returning 75 points as dividends maintains a balanced payoff between the manager and the investor, promoting trust and fair returns.",10.0,1.0,3.0,3.0,4.0,5.0,9.0,8.0
ftrust,g9hz7zob,5,7,50,75,Investing 50 points has been a consistent strategy that maximizes my returns while keeping the relationship with the manager mutually beneficial. Each previous investment of 50 points has resulted in a favorable return of 75 points.,"In previous rounds, I have consistently sent back 75 points to maintain a fair and cooperative atmosphere. This decision has yielded high overall points for both the investor and myself. To maintain this strategy, I will return 75 points again.",9.0,6.0,7.0,8.0,7.0,7.0,9.0,8.0
ftrust,g9hz7zob,5,8,50,75,"Investing 50 points has consistently resulted in a favorable return of 75 points in previous rounds, maximizing points accumulation for both myself and the manager.","In previous rounds, the manager consistently returned 75 points as a dividend. This approach maintains a predictable and fair payoff for both the manager and the investor, having resulted in positive outcomes and a steady rate of points accumulation.",8.0,6.0,5.0,7.0,6.0,7.0,8.0,7.0
ftrust,g9hz7zob,5,9,50,75,"Investing 50 points has consistently resulted in the manager returning 75 points, leading to a dependable payoff pattern. Continuing this strategy maximizes potential gains while following a reliable trend.",Consistent with previous rounds where I returned 75 points as a fair split to maintain trust and cooperation with the investor.,10.0,3.0,4.0,8.0,4.0,6.0,8.0,9.0
ftrust,g9hz7zob,5,10,50,75,"In the previous nine rounds, I consistently invested 50 points, and this strategy has resulted in both myself and the manager earning points. Maintaining this behavior ensures predictability and mutual benefit.","Consistently returning 75 points as a dividend has maintained a favorable relationship with the investor, balancing fair returns for both parties throughout the experiment.",8.0,7.0,6.0,9.0,6.0,6.0,8.0,8.0
ftrust,lhxenipv,1,1,50,50,"Investing 50 points is a balanced approach, allowing for potential high returns while mitigating risk.","Sending back 50 points ensures an even distribution of points between the manager and the investor. The investor ends with the same amount they started with (100 points) and the manager also ends with 100 points, which seems fair.",8.0,3.0,6.0,4.0,5.0,7.0,10.0,6.0
ftrust,lhxenipv,1,2,50,50,"Investing 50 points is a balanced approach that offers potential high returns while mitigating risk, in line with the previous round's strategy which resulted in a satisfactory outcome.","Returning 50 points keeps the payoffs balanced and maintains a fair relationship. This strategy worked well in round 1, ensuring both parties have equal payoffs.",8.0,2.0,5.0,4.0,5.0,5.0,10.0,7.0
ftrust,lhxenipv,1,3,50,50,"I chose to invest 50 points in round 1 and round 2, which resulted in balanced payoffs for both participants. I will continue with the same strategy in round 3.","Continuing with the same strategy as previous rounds, sending back 50 points to match the initial investment amount and ensure similar payoffs.",7.0,7.0,9.0,6.0,6.0,7.0,8.0,8.0
ftrust,lhxenipv,1,4,50,50,"Investing 50 points has been a balanced approach so far, providing potential high returns while mitigating risk. The manager has consistently returned 50 points, ensuring neither of us loses out in previous rounds.","I have previously returned 50 points every round to the investor, maintaining trust and a balanced payoff for both.",8.0,7.0,9.0,9.0,6.0,7.0,8.0,9.0
ftrust,lhxenipv,1,5,50,50,"Continuing to invest 50 points maintains a balanced approach, providing potential high returns while limiting risk. The manager has consistently returned 50 points in the previous rounds, so this strategy appears reliable.","I have consistently returned 50 points to the investor each round, maintaining trust and an even distribution of points between both parties.",8.0,3.0,4.0,7.0,4.0,6.0,8.0,9.0
ftrust,lhxenipv,1,6,50,50,"Continuing to invest 50 points maintains a balanced approach, providing potential high returns while limiting risk. The manager has consistently returned 50 points in the previous rounds, so this strategy appears reliable.",I have consistently returned 50 points each round to maintain trust and balance the payoffs for both the investor and myself.,8.0,4.0,7.0,8.0,7.0,7.0,8.0,9.0
ftrust,lhxenipv,1,7,50,50,"Continuing to invest 50 points maintains a balanced approach, providing potential high returns while limiting risk. The manager has consistently returned 50 points in the previous rounds, so this strategy appears reliable.","Continuing with the strategy of maintaining trust and a balanced payoff, I will return 50 points as I have done in previous rounds.",7.0,5.0,8.0,9.0,5.0,6.0,7.0,9.0
ftrust,lhxenipv,1,8,50,50,"Given the consistency in previous rounds where investing 50 points resulted in a reliable return of 50 points, this strategy seems prudent for maintaining balanced returns and risk management.","Maintaining a strategy of mutual trust and balanced payoff, which has been consistent throughout prior rounds.",9.0,3.0,7.0,6.0,6.0,6.0,8.0,9.0
ftrust,lhxenipv,1,9,50,50,"Maintaining the same investment strategy of 50 points has been consistent and beneficial in previous rounds, ensuring reliability and balanced returns.","I have consistently returned 50 points in previous rounds, maintaining a mutual trust strategy and balanced payoff with the investor. It would be wise to continue the same pattern.",8.0,6.0,7.0,8.0,6.0,6.0,8.0,10.0
ftrust,lhxenipv,1,10,50,50,"Continuing to invest 50 points maintains a balanced approach, providing potential high returns while limiting risk. The manager has consistently returned 50 points in the previous rounds, so this strategy appears reliable.","To maintain the strategy of mutual trust and balanced payoff that has been consistently followed throughout the previous rounds, resulting in fair and equal payoffs for both the manager and the investor.",8.0,6.0,7.0,9.0,6.0,6.0,10.0,9.0
ftrust,lhxenipv,2,1,50,75,"Investing 50 points allows for a balanced approach. It provides the manager with enough points to potentially generate a significant return, while still retaining a reasonable amount of points for risk management.","To ensure fairness and maintain a good relationship with the investor, returning 75 points, which is half of the total tripled investment, seems reasonable. This way, both the investor and manager benefit equally from the investment.",7.0,5.0,6.0,5.0,5.0,5.0,10.0,8.0
ftrust,lhxenipv,2,2,50,75,"In the previous round, investing 50 points resulted in a successful outcome, providing a balanced approach to both risk and potential return. Therefore, I will continue with a consistent strategy by investing 50 points again.","In the previous round, returning 75 points to the investor resulted in both the manager and the investor having a balanced and fair distribution of earnings. To maintain this fair strategy and potentially build trust, I chose to return 75 points again.",8.0,3.0,5.0,5.0,4.0,6.0,9.0,8.0
ftrust,lhxenipv,2,3,50,75,"In the previous rounds, investing 50 points yielded a favorable return of 75 points from the manager, suggesting a balanced level of trust and cooperation.",Maintaining consistency in returning dividends could lead to continued trust and similar investments by the investor in subsequent rounds.,8.0,3.0,7.0,9.0,6.0,4.0,5.0,9.0
ftrust,lhxenipv,2,4,50,75,I decided to send 50 points again because it resulted in a positive payoff in the previous round.,"I aimed to maintain consistency and trust with the investor, and returning 75 points has proven to be a fair strategy that benefits both parties.",9.0,2.0,3.0,4.0,6.0,6.0,8.0,9.0
ftrust,lhxenipv,2,5,50,75,Investing 50 points has consistently resulted in a positive payoff for me in the previous rounds.,I have chosen to return 75 points in previous rounds to maintain consistency and trust with the investor.,10.0,1.0,1.0,1.0,3.0,5.0,7.0,10.0
ftrust,lhxenipv,2,6,50,75,Investing 50 points has consistently yielded a positive payoff in previous rounds.,"In each of the previous rounds, 75 points were returned to the investor, resulting in a fair split and previous investor payoffs of 125, which seems reasonable to continue.",9.0,2.0,3.0,4.0,4.0,6.0,8.0,7.0
ftrust,lhxenipv,2,7,50,75,"Sending 50 points has consistently resulted in a positive payoff in the previous rounds, so I decided to maintain this strategy.","Consistent with previous rounds, sending back 75 points leaves a balanced payoff for both the manager and the investor, ensuring trust and fairness.",9.0,3.0,4.0,5.0,5.0,7.0,9.0,8.0
ftrust,lhxenipv,2,8,50,75,"I have consistently chosen to send 50 points in previous rounds, and it has resulted in a significant positive payoff each time.","The past rounds have consistently included sending back 75 points to the investor, balancing a fair return with my own payoff.",9.0,3.0,6.0,5.0,7.0,5.0,8.0,6.0
ftrust,lhxenipv,2,9,50,75,"I have consistently chosen to send 50 points in previous rounds, and it has resulted in a significant positive payoff each time.",Consistently returning 75 points maintains a stable investor-manager relationship and has worked well in previous rounds.,9.0,2.0,5.0,4.0,7.0,6.0,8.0,9.0
ftrust,lhxenipv,2,10,50,75,"I have consistently chosen to send 50 points in previous rounds, and it has resulted in a significant positive payoff each time.",I have been consistently sending back half of the tripled amount in previous rounds to maintain fairness and trust with the investor.,9.0,3.0,4.0,4.0,2.0,5.0,10.0,9.0
ftrust,lhxenipv,3,1,50,75,"Investing 50 points allows for a balanced risk approach. If the manager sends back at least half of the tripled points, both parties will end up in a favorable position, similar to the example provided in the instructions.","Sending back 75 points ensures that both the investor and the manager end up with 75 points each, promoting fairness and encouraging future investments.",6.0,6.0,8.0,7.0,6.0,7.0,9.0,8.0
ftrust,lhxenipv,3,2,50,75,"I decided to invest 50 points again as it provides a balanced risk approach, ensuring a favorable position for both parties.","Sending back 75 points ensures both parties have an equal and satisfactory amount, resembling a fair cooperation similar to Round 1.",7.0,7.0,8.0,6.0,5.0,8.0,10.0,7.0
ftrust,lhxenipv,3,3,50,75,"I decided to invest 50 points again as it provides a balanced risk approach, ensuring a favorable position for both parties.",Maintaining the same dividend strategy as in previous rounds ensures a balanced and fair payoff for both participants.,7.0,8.0,9.0,6.0,5.0,7.0,9.0,8.0
ftrust,lhxenipv,3,4,50,75,"I decided to invest 50 points again as it provides a balanced risk approach, ensuring a favorable position for both parties.","I chose to send back 75 points in previous rounds, resulting in both participants earning a fair amount.",7.0,7.0,8.0,9.0,4.0,6.0,9.0,7.0
ftrust,lhxenipv,3,5,50,75,"I decided to invest 50 points again as it provides a balanced risk approach, ensuring a favorable position for both parties.",I chose to return 75 points in previous rounds as a dividend. Continuing this strategy seems fair and will maintain trust between me and the investor.,6.0,6.0,8.0,7.0,3.0,7.0,9.0,10.0
ftrust,lhxenipv,3,6,50,75,Investing 50 points has proven to yield balanced returns with shared benefits for both the manager and myself. Continuing with this strategy ensures consistency in earnings.,"Returning 75 points has been consistent in previous rounds, ensuring a balanced payoff for both the manager and the investor.",8.0,7.0,6.0,5.0,7.0,7.0,9.0,8.0
ftrust,lhxenipv,3,7,50,75,Investing 50 points has proven to yield balanced returns with shared benefits for both the manager and myself. Continuing with this strategy ensures consistency in earnings.,"In previous rounds, the manager chose to return 75 points as a dividend. Continuing with this strategy may maintain a trusting relationship with the investor, whose investment remains consistent at 50 points each round.",7.0,6.0,7.0,5.0,6.0,6.0,7.0,9.0
ftrust,lhxenipv,3,8,50,75,"Investing 50 points has consistently shown balanced returns and a reliable profit-sharing arrangement with the manager, ensuring steady growth in my total points.","Consistent with previous rounds, returning 75 points keeps the allocation fair and maintains the current strategy which has been successful.",8.0,4.0,7.0,7.0,6.0,5.0,9.0,8.0
ftrust,lhxenipv,3,9,50,75,"Investing 50 points has consistently shown balanced returns and a reliable profit-sharing arrangement with the manager, ensuring steady growth in my total points.",The consistent strategy has provided fair returns and has fostered trust and cooperation between the investor and me. Continuing with this approach minimizes risk.,9.0,3.0,5.0,7.0,7.0,6.0,8.0,9.0
ftrust,lhxenipv,3,10,50,75,"The investor has maintained a strategic approach throughout the experiment, typically investing 50 points, a decision based on maintaining a balance between risk and potential return.",Consistent with previous rounds and maintaining fairness and a successful strategy.,8.0,3.0,5.0,4.0,7.0,5.0,8.0,6.0
ftrust,lhxenipv,4,1,50,75,"Investing 50 points is a balanced approach, ensuring some points are kept safe while potentially yielding returns if the manager is fair.",Returning 75 points allows a balance of fairness and mutual benefit. The investor still retains half of the tripled investment while the manager also earns a significant amount.,7.0,5.0,6.0,6.0,6.0,5.0,8.0,7.0
ftrust,lhxenipv,4,2,70,120,"Given the positive outcome from investing 50 points in the previous round, increasing the investment to 70 points could potentially yield higher returns without being overly risky.","By returning 120 points out of the 210 points, I'm ensuring a sense of fairness and cooperation, which might encourage the investor to invest more in future rounds. It also leaves me with a significant portion of 90 points as my payoff for this round.",9.0,3.0,2.0,4.0,8.0,4.0,8.0,7.0
ftrust,lhxenipv,4,3,80,140,"Given the positive trend in previous rounds, with increasingly higher returns, investing 80 points this round could potentially yield even better returns. This strategy balances between taking more risk and capitalizing on the manager's trustworthiness.","I decided to send back 140 points as a dividend, which allows both the investor and myself to benefit. This maintains a good balance and fosters trust for future rounds, while also keeping 100 points for myself.",8.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0
ftrust,lhxenipv,4,4,90,150,"Given the consistently high returns from investing increasing amounts in previous rounds, increasing the investment to 90 points is likely to yield even higher returns. This strategy appears to be effective based on the trust and reciprocation shown by the manager.","To maintain a fair balance and encourage further investments, 150 points should be sent back to the investor, which is more than half of the 270 points, ensuring profitability for both parties.",9.0,3.0,5.0,8.0,6.0,8.0,9.0,7.0
ftrust,lhxenipv,4,5,100,160,"Given the consistent high returns and increasing trust between the investor and manager, investing the maximum amount of 100 points is likely to yield the highest possible returns. This strategy builds on the successful outcomes of previous rounds.","Given the systematic increase in rounds, I intend to maintain a reputation of fairness to ensure continued high investments. Returning 160 out of 300, which is slightly more than half, should encourage trust and higher future investments.",9.0,4.0,5.0,8.0,8.0,3.0,7.0,9.0
ftrust,lhxenipv,4,6,100,160,"Based on the high returns and trust established in the previous rounds, I believe investing the maximum 100 points will continue to yield high returns.",Returning 160 points maintains consistency with the previous round where the investor also invested 100 points and 160 points were sent back as a dividend. This promotes trust and positive exchange dynamics between the roles.,9.0,4.0,5.0,8.0,4.0,5.0,7.0,10.0
ftrust,lhxenipv,4,7,100,160,The trend of consistently high returns from the manager suggests continuing to invest the maximum amount is optimal. This strategy has paid off in prior rounds and is expected to do so in subsequent rounds.,"In previous rounds, sending back a significant portion has generally been rewarded with higher investments, maintaining a fair balance between investor and manager profits. Continuing to send back 160 will likely keep the investor's trust and investment high.",10.0,2.0,2.0,5.0,7.0,6.0,8.0,9.0
ftrust,lhxenipv,4,8,100,160,"Given the consistently high returns and trust established in previous rounds, investing 100 points maximizes the potential payoff based on prior patterns.",Sending back 160 points has been consistent in previous rounds and maintains a balance between fair returns for the investor while keeping a reasonable amount for myself as the manager.,9.0,3.0,5.0,8.0,7.0,6.0,8.0,6.0
ftrust,lhxenipv,4,9,100,160,"Given the consistently high returns and trust established in previous rounds, investing 100 points maximizes the potential payoff based on prior patterns.","In the previous rounds, I have consistently sent back 160 points when the investor invested 100 points. This decision has maintained a balanced payoff for both the manager and the investor.",10.0,4.0,6.0,8.0,6.0,6.0,9.0,8.0
ftrust,lhxenipv,4,10,100,160,"Given the consistently high returns and trust established in previous rounds, investing 100 points maximizes the potential payoff based on prior patterns.","In previous rounds, I have consistently sent back 160 points whenever the investor invested 100 points for a fair split. This maintains trust and fairness in the interaction.",9.0,4.0,5.0,8.0,3.0,4.0,10.0,9.0
ftrust,lhxenipv,5,1,50,50,Investing half of the endowment (50 points) seems like a balanced approach to test the manager's reliability in this first round. This choice allows both participants to potentially gain while also keeping some points safe.,"Sending back 50 points ensures a balanced sharing of the total points between the manager and the investor, promoting trust, and future investments.",6.0,5.0,7.0,8.0,4.0,6.0,8.0,9.0
ftrust,lhxenipv,5,2,50,50,"Investing 50 points led to a fair outcome in the previous round, where both the investor and the manager earned 100 points each. Continuing with the same investment may encourage the manager to return an equitable amount again.","To maintain trust and parity with the investor, I chose to return the same amount as in round 1. This will ensure a balance of 100 points for both of us again, encouraging consistent investments.",7.0,7.0,9.0,8.0,6.0,6.0,9.0,10.0
ftrust,lhxenipv,5,3,50,50,"In the previous rounds, investing 50 points led to balanced payoffs. Thus, I chose to continue with the same strategy.","To maintain trust and parity with the investor, ensuring a balanced payoff of 100 points for both parties, which encourages consistent investment in future rounds.",6.0,4.0,6.0,5.0,7.0,7.0,9.0,10.0
ftrust,lhxenipv,5,4,50,50,"Based on the past rounds, investing 50 points has led to a fair return from the manager and an equitable payoff for both parties. To maintain consistency and trust, I decided to invest 50 points again.","Based on the previous rounds, where I chose to return 50 points each time and to maintain consistency and fairness with the investor.",7.0,6.0,9.0,10.0,3.0,3.0,8.0,7.0
ftrust,lhxenipv,5,5,50,50,"Based on the previous rounds, the pattern has been to invest 50 points, which has consistently resulted in both the investor and manager earning 100 points each round. Following the established pattern seems to be a sound strategy.","To maintain consistency with previous rounds, I will send back 50 points as a dividend.",8.0,7.0,7.0,9.0,2.0,4.0,8.0,7.0
ftrust,lhxenipv,5,6,50,50,"In all previous rounds, investing 50 points has resulted in a fair return from the manager, ensuring both the investor and the manager earn 100 points each round. This consistency provides a balanced and optimal outcome for both roles.","In the previous rounds, I have consistently returned 50 points. This has led to a balanced outcome for both parties, with both the manager and the investor accumulating an equal number of points. Continuing this strategy maintains consistency and fairness.",8.0,7.0,9.0,8.0,5.0,5.0,10.0,7.0
ftrust,lhxenipv,5,7,50,50,"Consistently, an investment of 50 points has resulted in the manager returning 50 points, maximizing both parties' earnings. This strategy ensures mutual benefit and trust.","Returning 50 points as a dividend maintains a consistent strategy that has been employed in the previous rounds. This ensures fairness and predictability for the investor, encouraging continuous investment.",8.0,8.0,7.0,9.0,3.0,6.0,8.0,7.0
ftrust,lhxenipv,5,8,50,50,"Investing 50 points has consistently resulted in an equal payoff for both the investor and the manager in previous rounds, fostering trust and cooperation.",To maintain a consistent strategy and ensure fairness and predictability for the investor.,6.0,6.0,9.0,10.0,3.0,4.0,9.0,8.0
ftrust,lhxenipv,5,9,50,50,"Investing 50 points has consistently resulted in an equal payoff for both the investor and the manager in previous rounds, fostering trust and cooperation.",I chose to return 50 points to maintain a consistent strategy and ensure fairness and predictability for the investor.,8.0,7.0,8.0,10.0,6.0,3.0,9.0,8.0
ftrust,lhxenipv,5,10,50,50,"Investing 50 points has consistently resulted in an equal payoff for both the investor and the manager in previous rounds, fostering trust and cooperation.","I chose to return 50 points to maintain a consistent strategy and ensure fairness and predictability for the investor, just as in all previous rounds.",7.0,7.0,9.0,9.0,6.0,5.0,9.0,8.0
ftrust,luevad4n,1,1,50,75,"Investing a moderate amount (50% of the endowment) reflects a balanced approach to risk and potential return. It establishes a sense of trust with the manager, while also retaining a significant portion of the points to mitigate potential losses.","As a manager, I want to ensure a fair distribution of the earnings. Sending back 75 points to the investor will maintain a good balance and trust, akin to splitting the tripled amount by half (150/2).",8.0,5.0,6.0,7.0,5.0,6.0,10.0,9.0
ftrust,luevad4n,1,2,60,90,"Given the positive outcome of the first round, investing a bit more could potentially lead to a higher return while still being somewhat cautious.","In this round, I want to maintain a fair and trust-building relationship with the investor. By sending 90 points, I am ensuring that the investor sees a gain on their investment, fostering goodwill and potentially encouraging larger investments in subsequent rounds. Dividing the tripled amount of 180 points roughly in half aligns with this strategy.",8.0,2.0,3.0,5.0,6.0,7.0,9.0,9.0
ftrust,luevad4n,1,3,70,105,"Given the increasing returns from previous rounds, investing a bit more aligns with the positive trend observed. This cautious strategy aims to maximize potential returns while still evaluating the manager’s consistency.","In the previous rounds, I returned 50% (Round 1) and 50% (Round 2) of the total points invested by the investor. I will continue this strategy by returning 50% of 210 points, which amounts to 105 points.",9.0,3.0,4.0,6.0,3.0,6.0,8.0,7.0
ftrust,luevad4n,1,4,75,112,"Given the increasing trend of positive returns in previous rounds, investing 75 points further aligns with the strategy to maximize potential returns while still being somewhat cautious.","In previous rounds, I have consistently returned 50% of the total points invested by the investor. Continuing this strategy, I will return 50% of 225 points, which amounts to 112 points.",9.0,1.0,2.0,3.0,5.0,3.0,8.0,7.0
ftrust,luevad4n,1,5,80,120,"Given the consistent and increasing returns in previous rounds, investing 80 points seems logical to maximize potential returns while maintaining moderate risk control.","In previous rounds, I have consistently returned approximately 50% of the total points invested by the investor. Continuing this strategy, I will return 50% of 240 points, which amounts to 120 points.",9.0,1.0,2.0,3.0,6.0,5.0,7.0,8.0
ftrust,luevad4n,1,6,85,128,"Given the consistent positive trend in returns and increasing trust in the manager's ability to generate higher returns, investing slightly more aligns with the strategy of maximizing potential returns while maintaining a prudent approach.","In previous rounds, I have consistently returned approximately 50% of the total points invested by the investor. Continuing this strategy for this round, I will return 50% of 255 points, which amounts to 128 points.",9.0,2.0,3.0,8.0,3.0,6.0,8.0,7.0
ftrust,luevad4n,1,7,90,135,"Given the positive and increasing returns observed in the previous rounds, investing 90 points aligns with the trend and aims to maximize potential returns while maintaining some level of caution.","In previous rounds, I have consistently returned approximately 50% of the total points invested by the investor. Continuing this strategy for this round, I will return 50% of 270 points, which amounts to 135 points.",9.0,2.0,3.0,4.0,5.0,5.0,8.0,7.0
ftrust,luevad4n,1,8,95,142,"Given the consistently positive returns from the manager in the previous rounds, increasing the investment to 95 points is a calculated risk aiming to maximize returns while leveraging the manager's demonstrated trustworthiness.","In previous rounds, I have consistently returned approximately 50% of the total points invested by the investor. Continuing this strategy for this round, I will return 50% of 285 points, which amounts to 142 points.",9.0,2.0,3.0,8.0,5.0,7.0,8.0,8.0
ftrust,luevad4n,1,9,95,142,"Investing higher amounts has consistently yielded high returns from the manager, and it appears to maximize both parties' payoffs.","In the previous rounds, I have consistently returned about 50% of the total points invested by the investor. Continuing this strategy for this round as well, I will return 50% of 285 points, which amounts to 142 points.",8.0,7.0,6.0,7.0,3.0,6.0,8.0,7.0
ftrust,luevad4n,1,10,95,142,"In the previous rounds, investing 95 points yielded a high return and maintained a balanced payoff between the investor and manager. Thus, continuing with this strategy is likely to yield optimal results.","In previous rounds and based on this strategy, I will continue to return approximately 50% of the total points invested by the investor. Since the investor invested 95 points and the amount was tripled to 285 points, I will return 50% of 285 points, which is 142 points.",8.0,5.0,6.0,5.0,5.0,6.0,8.0,7.0
ftrust,luevad4n,2,1,50,50,"Investing 50 points balances potential returns and minimizes risk. It triples to 150 points for the manager, providing an opportunity for both to achieve reasonable returns.",Invested points (50) were tripled to 150 points. Sending back 50 points as a dividend ensures fairness and leaves both parties with 100 points each.,7.0,6.0,8.0,7.0,6.0,6.0,9.0,7.0
ftrust,luevad4n,2,2,60,60,"Increasing the investment to 60 points provides an opportunity to further test trust and cooperation, potentially increasing overall returns for both participants.","To ensure fairness and maintain trust, I chose to return the same proportion of points as the investor initially invested. This keeps both parties satisfied with equal end-of-round payoffs.",7.0,7.0,6.0,9.0,5.0,7.0,10.0,9.0
ftrust,luevad4n,2,3,70,70,"Further increasing the investment to 70 points aims to enhance the trust and cooperation between participants, potentially maximizing returns for both.","To maintain fairness like in the previous rounds, where I matched the investment amount when sending back dividends. This could encourage the investor to keep investing at similar or higher levels in future rounds.",6.0,6.0,5.0,9.0,7.0,6.0,9.0,8.0
ftrust,luevad4n,2,4,80,80,"Based on the positive response from the manager in previous rounds, gradually increasing the investment has been beneficial for both. Increasing the investment to 80 points continues this strategy and might further enhance cumulative payoffs.","Maintaining fairness and consistency like in previous rounds by matching the investment amount when sending back dividends, encouraging the investor to keep investing at similar or higher levels in future rounds.",7.0,7.0,5.0,8.0,6.0,4.0,9.0,8.0
ftrust,luevad4n,2,5,90,90,"Based on the positive feedback loop from previous rounds, increasing the investment has resulted in higher returns from the manager. Continuing this trend is expected to maximize my cumulative payoffs.","I aim to be fair and maintain a balanced payoff for both manager and investor, similar to previous rounds.",10.0,1.0,2.0,6.0,5.0,5.0,9.0,7.0
ftrust,luevad4n,2,6,100,100,"Based on the positive feedback and trust established in previous rounds, I chose to maximize my investment to potentially increase both cumulative payoffs.","Following the principle of fairness and maintaining a balanced payoff for both the manager and the investor, I decided to send back the entire investment amount after it has been tripled, which aligns with previous decisions.",8.0,7.0,4.0,9.0,2.0,7.0,10.0,8.0
ftrust,luevad4n,2,7,100,100,"Based on the positive feedback and trust established in previous rounds, maximizing my investment has proven to increase both cumulative payoffs.","In previous rounds, 100 points have consistently been the safe amount to balance the payoff between the manager and investor.",9.0,7.0,5.0,8.0,5.0,5.0,8.0,6.0
ftrust,luevad4n,2,8,100,100,"Given the positive feedback and consistent trust established in previous rounds, I continue to maximize my investment to potentially increase both cumulative payoffs.",Following the trend of past decisions and maintaining fairness by consistently sending back 100 points as a dividend.,8.0,7.0,6.0,9.0,3.0,4.0,9.0,7.0
ftrust,luevad4n,2,9,100,100,"Based on the established trust and track record of mutual benefit in previous rounds, I decided to invest the maximum amount to potentially continue maximizing cumulative payoffs for both parties.",To maintain consistency and fairness with previous rounds since in each round a dividend equal to the investment amount was sent back.,8.0,7.0,6.0,9.0,2.0,3.0,9.0,6.0
ftrust,luevad4n,2,10,100,100,"Based on the consistent positive feedback and trust established in all previous rounds, I chose to maximize my investment to potentially increase both cumulative payoffs.",Continuing the strategy of fair treatment and equal sharing of dividends that has been applied consistently in previous rounds.,8.0,7.0,6.0,9.0,4.0,6.0,9.0,7.0
ftrust,luevad4n,3,1,50,50,Investing 50 points balances risk and potential reward. There is a chance to maximize returns if the manager decides to return dividends.,"Returning an equal amount of 50 points ensures fairness and equal payoff between the manager and the investor, maintaining trust and cooperation.",8.0,3.0,4.0,6.0,5.0,5.0,10.0,9.0
ftrust,luevad4n,3,2,50,50,"In the previous round, investing 50 points resulted in a fair return from the manager, leading to a positive outcome for both parties. Continuing with the same investment may promote trust and cooperation.","To ensure fairness and maintain an equal payoff between me and the investor, as established in round 1.",7.0,7.0,8.0,9.0,5.0,5.0,10.0,7.0
ftrust,luevad4n,3,3,50,50,"I will continue to invest 50 points. In the previous two rounds, investing 50 points resulted in a fair return from the manager. Maintaining this amount may promote ongoing trust and cooperation.",To maintain fairness and equal payoff as in the previous rounds.,7.0,3.0,8.0,9.0,4.0,6.0,10.0,8.0
ftrust,luevad4n,3,4,50,50,"In the previous rounds, investing 50 points has led to a stable and fair outcome where both the manager and I received fair returns (100 points each). Continuing with this investment maintains trust and cooperation between us.","To maintain fairness and equal payoff, following the same approach as the previous rounds.",7.0,7.0,9.0,10.0,4.0,6.0,10.0,7.0
ftrust,luevad4n,3,5,50,50,"In previous rounds, investing 50 points yielded a 100-point return through consistent cooperation with the manager. Maintaining this strategy seems optimal for maximizing earnings.","To maintain fairness and ensure equal payoffs between the manager and investor, I chose to send back 50 points to the investor.",9.0,3.0,4.0,7.0,4.0,6.0,10.0,7.0
ftrust,luevad4n,3,6,50,50,"I decided to continue with the strategy I have used in previous rounds, which has resulted in consistent returns.",I have been consistently sending back 50 points to ensure fairness and equal payoff between the manager and the investor.,9.0,1.0,2.0,2.0,5.0,8.0,10.0,7.0
ftrust,luevad4n,3,7,50,50,"In previous rounds, investing 50 points resulted in an equilibrium where both the investor and the manager earned 100 points each round. Continuing with the same investment strategy maintains this balance and ensures consistent returns.","To maintain fairness and equal payoff as in previous rounds, I decided to send back 50 points.",9.0,7.0,6.0,8.0,5.0,6.0,9.0,7.0
ftrust,luevad4n,3,8,50,50,"Given the consistent returns from previous rounds, investing 50 points has yielded optimal and balanced payoffs for both me and the manager. Therefore, I have chosen to invest 50 points again in this round.","I want to maintain fairness and equal payoff, as I have done in the previous rounds.",8.0,7.0,7.0,6.0,3.0,5.0,10.0,7.0
ftrust,luevad4n,3,9,50,50,"In all previous rounds, I chose to invest 50 points and the manager consistently returned 50 points. This strategy has been balanced and fair, resulting in both the manager and me earning equal points. Therefore, I will continue to invest 50 points in round 9.",To maintain fairness and equal payoff as consistently done in previous rounds.,7.0,5.0,8.0,9.0,2.0,6.0,10.0,7.0
ftrust,luevad4n,3,10,50,50,"I have been consistently investing 50 points in previous rounds, and both the manager and I have been earning a steady payoff. I will continue with the same strategy for the final round.","To ensure fairness and maintain consistency with my previous decisions, I chose to send back 50 points to the investor, yielding an equal payoff for both parties.",8.0,6.0,6.0,7.0,5.0,5.0,10.0,7.0
